article_id,product_type_name,graphical_appearance_no,product_code,prod_name,product_type_no,product_group_name,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
744109015,T-shirt,1010001,744109,PRIA PRICE TEE,255,Garment Upper body,All over pattern,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Printed jersey top with short cap sleeves and a rounded hem. Slightly longer at the back.
746308010,T-shirt,1010008,746308,BOAZ L/S,255,Garment Upper body,Front print,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in soft, printed cotton jersey with a round, ribbed neckline."
717477012,T-shirt,1010005,717477,Rita Ringer Tee.,255,Garment Upper body,Colour blocking,31,Light Orange,1,Dusty Light,3,Orange,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,T-shirt in soft jersey with a contrasting colour trim around the neckline and sleeves.
573152031,T-shirt,1010010,573152,+ IZZY loose tee,255,Garment Upper body,Melange,51,Light Pink,1,Dusty Light,4,Pink,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Sports top in fast-drying functional fabric with short cap sleeves.
679236001,T-shirt,1010016,679236,Basic LS t-shirt 2x2 rib,255,Garment Upper body,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"Long-sleeved top in ribbed organic cotton jersey with a decorative scalloped trim around the neckline, press-stud on one shoulder and overlocked edges at the cuffs."
697814004,T-shirt,1010005,697814,SPRING SET DEAL,255,Garment Upper body,Colour blocking,42,Red,5,Bright,18,Red,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Set with a T-shirt and joggers in soft cotton. T-shirt in soft, printed jersey. Joggers in lightweight, printed sweatshirt fabric with an elasticated drawstring waist, side pockets and tapered legs with ribbed hems."
610822020,T-shirt,1010017,610822,Miles s/s t-shirt,255,Garment Upper body,Stripe,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with a ribbed neckline."
634706003,T-shirt,1010016,634706,ES Mona kimono tee,255,Garment Upper body,Solid,10,White,3,Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Wide-fitting top in cotton jersey with short dolman sleeves.
829962002,T-shirt,1010008,829962,JIMMY s/s tee,255,Garment Upper body,Front print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif. Ribbed trim around the neckline.
761323002,T-shirt,1010001,761323,Antelope ss,255,Garment Upper body,All over pattern,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in jersey crêpe with a deep V-neck, sewn-in wrapover at the front and short sleeves. Wrapover at the back of the neck, cut-out section at the back and a seam at the hem with ties at the back."
671777022,T-shirt,1010005,671777,Roll Up Tee,255,Garment Upper body,Colour blocking,9,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in printed jersey with a chest pocket and short sleeves with sewn-in turn-ups.
724301006,T-shirt,1010017,724301,PEACH stripe single,255,Garment Upper body,Stripe,51,Light Pink,1,Dusty Light,4,Pink,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirt in organic cotton jersey with a gently rounded hem. Slightly longer at the back.
793685001,T-shirt,1010002,793685,KELZUKI CO-LAB CLAN ls,255,Garment Upper body,Application/3D,22,Yellow,7,Medium,8,Yellow,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"KELZUKI x H&M. Long-sleeved top in soft cotton jersey with a print motif on the front and ribbing around the neckline, cuffs and hem."
826941001,T-shirt,1010016,826941,Fred fold up s/s tee SB,255,Garment Upper body,Solid,93,Dark Green,2,Medium Dusty,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton slub jersey with an open chest pocket and short sleeves with sewn-in turn-ups.
888732003,T-shirt,1010014,888732,Byron tee,255,Garment Upper body,Placement print,10,White,3,Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline. Slightly longer at the back."
730609002,T-shirt,1010005,730609,Marvin tee,255,Garment Upper body,Colour blocking,73,Dark Blue,4,Dark,2,Blue,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,Block-patterned T-shirt in jersey made from a cotton blend.
767868001,T-shirt,1010016,767868,RELAX tee,255,Garment Upper body,Solid,51,Light Pink,1,Dusty Light,4,Pink,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Top in supersoft jersey made from a cotton and modal blend with dropped shoulders, short sleeves and contrasting colour ribbing around the neckline. Longer at the back. The cotton content of the top is organic."
641550002,T-shirt,1010008,641550,Perdy top,255,Garment Upper body,Front print,7,Grey,1,Dusty Light,12,Grey,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Top in soft cotton jersey with a print motif on the front, wide neckline and 3/4-length raglan sleeves."
445419011,T-shirt,1010016,445419,Leon tee,255,Garment Upper body,Solid,17,Yellowish Brown,4,Dark,13,Brown,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Top in soft, airy modal jersey with a low-cut back and short sleeves."
887659010,T-shirt,1010016,887659,Carla top,255,Garment Upper body,Solid,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted top in soft cotton jersey with a deep neckline front and back and short sleeves.
592837001,T-shirt,1010016,592837,2P SS T-shirt girly,255,Garment Upper body,Solid,51,Light Pink,1,Dusty Light,4,Pink,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,"T-shirts in soft organic cotton jersey with a concealed press-stud on one shoulder, a scalloped neckline and puff sleeves with scalloped edges."
671057004,T-shirt,1010014,671057,PRICE TEE ISW 21,255,Garment Upper body,Placement print,72,Blue,7,Medium,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif on the front.
633162020,T-shirt,1010014,633162,HALLOUMI,255,Garment Upper body,Placement print,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in cotton jersey with a print motif.
724984004,T-shirt,1010017,724984,SPEED BREEZE blouse,255,Garment Upper body,Stripe,12,Light Beige,1,Dusty Light,9,White,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Long-sleeved top in soft, organic cotton slub jersey with a button placket and open chest pocket."
705518003,T-shirt,1010008,705518,Zodiac tee,255,Garment Upper body,Front print,51,Light Pink,1,Dusty Light,4,Pink,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Short-sleeved top in soft jersey with a print motif, sightly wider neckline and rounded hem. Longer at the back."
782592006,T-shirt,1010014,782592,HAPPY TEE 2,255,Garment Upper body,Placement print,10,White,3,Light,9,White,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif.
671777034,T-shirt,1010005,671777,Roll Up Tee,255,Garment Upper body,Colour blocking,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in printed jersey with a chest pocket and short sleeves with sewn-in turn-ups.
554772041,T-shirt,1010016,554772,Bob V-neck,255,Garment Upper body,Solid,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in cotton jersey with a V-neck and short sleeves.
655769002,T-shirt,1010008,655769,KOALA TOP,255,Garment Upper body,Front print,10,White,3,Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Top in soft cotton jersey with a seam and wide flounce in woven fabric with broderie anglaise at the top. The flounce continues around the back, creating short, flounced sleeves."
779909004,T-shirt,1010016,779909,bap t-shirt,255,Garment Upper body,Solid,40,Other Red,5,Bright,18,Red,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"T-shirt in airy, softly draping Tencel™ lyocell jersey with a ribbed neckline."
586500001,T-shirt,1010008,586500,FIDGET tee,255,Garment Upper body,Front print,6,Light Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft printed jersey.
611503032,T-shirt,1010016,611503,NICKE basic s/s SB,255,Garment Upper body,Solid,7,Grey,1,Dusty Light,12,Grey,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
825642001,T-shirt,1010017,825642,BEN fancy polo,255,Garment Upper body,Stripe,72,Blue,7,Medium,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Polo shirt in cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims and short slits in the sides. Slightly longer at the back."
575533011,T-shirt,1010008,575533,HUMMING ss tee,255,Garment Upper body,Front print,10,White,3,Light,9,White,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
615021002,T-shirt,1010010,615021,Luisa tee,255,Garment Upper body,Melange,7,Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,T-shirt in jersey with a motif.
626257007,T-shirt,1010008,626257,PRIA TEE,255,Garment Upper body,Front print,91,Light Green,3,Light,19,Green,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,T-shirt in cotton jersey with a print motif on the front and a gently rounded hem.
615808001,T-shirt,1010017,615808,LARRY LINEN,255,Garment Upper body,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Loose-fitting T-shirt in soft jersey made from a viscose and linen blend. V-neck, low dropped shoulders, short sleeves and short slits at the hem."
813804015,T-shirt,1010001,813804,ELIS TEE TVP,255,Garment Upper body,All over pattern,71,Light Blue,3,Light,2,Blue,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a press-stud on one shoulder (except in sizes 1½-4Y).
625939035,T-shirt,1010016,625939,Cat Tee,255,Garment Upper body,Solid,52,Pink,2,Medium Dusty,4,Pink,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,T-shirt in soft jersey made from a viscose blend.
490793031,T-shirt,1010014,490793,Boulevard tee,255,Garment Upper body,Placement print,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Short-sleeved jersey top with a motif.
647684011,T-shirt,1010017,647684,GABBE,255,Garment Upper body,Stripe,51,Light Pink,3,Light,4,Pink,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"T-shirt in soft, printed slub cotton jersey with a ribbed neckline."
821421001,T-shirt,1010001,821421,PQ ANOUSHKA JRY LS TEE,255,Garment Upper body,All over pattern,63,Dark Purple,5,Bright,6,Lilac Purple,1612,Jersey/Knitwear Premium,A,Ladieswear,1,Ladieswear,14,Womens Premium,1003,Knitwear,Fitted top in airy jersey made from a silk and viscose blend. Round neck and extra-long sleeves.
703284014,T-shirt,1010012,703284,MISCHA 5p tee (1),255,Garment Upper body,Mixed solid/pattern,52,Pink,3,Light,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Tops in organic cotton jersey with a round neckline and short sleeves.
702932014,T-shirt,1010016,702932,R-neck Allington TVP,255,Garment Upper body,Solid,42,Red,7,Medium,18,Red,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,Round-necked T-shirt in premium cotton jersey.
705561003,T-shirt,1010008,705561,YUBBA PRICE TEE,255,Garment Upper body,Front print,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft cotton jersey with a print motif on the front and ribbing around the neckline.
607347010,T-shirt,1010016,607347,Beck L/S,255,Garment Upper body,Solid,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Long-sleeved jersey top with a reversible sequin motif on the front (size 2-3Y with normal sequins). Slightly longer at the back with a gently rounded hem.
741197002,T-shirt,1010014,741197,COLE LEGGINGS + CREW SET,255,Garment Upper body,Placement print,73,Dark Blue,4,Dark,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Printed top and leggings. Long-sleeved top in soft sweatshirt fabric with ribbing around the neckline, cuffs and hem. Soft brushed inside. Leggings in soft jersey with an elasticated waist."
582340004,T-shirt,1010016,582340,V.5 BOBBY POCKET TEE,255,Garment Upper body,Solid,51,Light Pink,7,Medium,4,Pink,5868,Basics,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,T-shirt in jersey made from organic cotton with an open chest pocket.
584973001,T-shirt,1010014,584973,X ABBOT RELAXED TEE,255,Garment Upper body,Placement print,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,"Wide, cotton jersey T-shirt with a print motif on the back and ribbing around the neckline. Relaxed fit."
722656002,T-shirt,1010008,722656,FANTASITC LOW PRICE TEE VP3,255,Garment Upper body,Front print,91,Light Green,1,Dusty Light,19,Green,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Short-sleeved top in soft, printed cotton jersey with a ribbed neckline."
658517001,T-shirt,1010007,658517,Nelly tee,255,Garment Upper body,Embroidery,6,Light Grey,1,Dusty Light,12,Grey,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"T-shirt in soft jersey made from a modal and cotton blend with a chest pocket, embroidery at the top and short sleeves with frill trims."
834021005,T-shirt,1010008,834021,Holly front print Tee,255,Garment Upper body,Front print,10,White,3,Light,9,White,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,T-shirt in soft cotton jersey with a text print motif on the front and gathers in the sides for best fit over the tummy.
888732004,T-shirt,1010016,888732,Byron tee,255,Garment Upper body,Solid,22,Yellow,2,Medium Dusty,11,Beige,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Oversized T-shirt in soft cotton jersey with a round, rib-trimmed neckline. Slightly longer at the back."
874122005,T-shirt,1010014,874122,Price TEE - TVP,255,Garment Upper body,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Round-necked T-shirt in soft, printed cotton jersey."
735357003,T-shirt,1010015,735357,Palma  price,255,Garment Upper body,Sequin,73,Dark Blue,4,Dark,2,Blue,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft jersey with a glittery print motif on the front, short sleeves and narrow ribbing around the neckline."
700906001,T-shirt,1010015,700906,SEQUINS TEE TP,255,Garment Upper body,Sequin,9,Black,4,Dark,5,Black,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft jersey with an interactive motif on the front.
464363016,T-shirt,1010017,464363,Camille tee (1),255,Garment Upper body,Stripe,10,White,3,Light,9,White,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Jersey T-shirt in an cotton blend.
569406004,T-shirt,1010016,569406,VIKTOR basic 3-p ss SB,255,Garment Upper body,Solid,42,Red,7,Medium,18,Red,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,V-neck T-shirts in soft organic cotton jersey.
688341002,T-shirt,1010016,688341,Billie high 2-pack,255,Garment Upper body,Solid,12,Light Beige,1,Dusty Light,11,Beige,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Fitted, short-sleeved tops in soft cotton jersey."
627067003,T-shirt,1010008,627067,KARLIE 2P TEE,255,Garment Upper body,Front print,10,White,3,Light,9,White,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Short-sleeved Best Friend tops in soft cotton jersey with a print motif on the front and a rounded hem. Slightly longer at the back.
621522001,T-shirt,1010014,621522,Mike tee,255,Garment Upper body,Placement print,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
813051009,T-shirt,1010012,813051,MISCHA 2-PACK,255,Garment Upper body,Mixed solid/pattern,61,Light Purple,3,Light,6,Lilac Purple,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"T-shirts in soft, organic cotton jersey with a narrow trim around the neckline and a rounded hem. Longer at the back."
866724001,T-shirt,1010016,866724,Lolly ss,255,Garment Upper body,Solid,51,Light Pink,3,Light,4,Pink,5962,Jersey Fancy DS,D,Divided,2,Divided,58,Divided Selected,1005,Jersey Fancy,Short top in flock-patterned mesh. Short puff sleeves with smocked hems. Unlined.
847100004,T-shirt,1010007,847100,Elly Fancy,255,Garment Upper body,Embroidery,9,Black,4,Dark,5,Black,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Top in soft jersey made from a cotton blend with a round neckline, embroidered flowers on the front and short, frill-trimmed sleeves. The cotton content of the top is organic."
691761002,T-shirt,1010017,691761,RESORT CORN TEE,255,Garment Upper body,Stripe,63,Dark Purple,2,Medium Dusty,6,Lilac Purple,8030,EQ H&M Man,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,Round-necked T-shirt in striped cotton jersey.
651456013,T-shirt,1010017,651456,2- PACK,255,Garment Upper body,Stripe,8,Dark Grey,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Short-sleeved tops in organic cotton jersey with a round neckline.
590375001,T-shirt,1010001,590375,Ori floral tee,255,Garment Upper body,All over pattern,9,Black,4,Dark,5,Black,5741,Projects,F,Menswear,3,Menswear,24,Men Project,1001,Unknown,T-shirt in patterned cotton jersey with embroidery on the chest.
640882001,T-shirt,1010016,640882,Tazmania LS Tee,255,Garment Upper body,Solid,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Long-sleeved top in stretch jersey made from a cotton blend with a round neck and rounded hem.
679232002,T-shirt,1010017,679232,UNI SUN ss tee stripe,255,Garment Upper body,Stripe,22,Yellow,7,Medium,8,Yellow,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton jersey.
630326001,T-shirt,1010016,630326,Nate tee,255,Garment Upper body,Solid,11,Off White,1,Dusty Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Soft cotton jersey T-shirt in a slightly wider fit with sewn-in turn-ups on the sleeves and a straight-cut hem.
842761004,T-shirt,1010016,842761,TAZ LS,255,Garment Upper body,Solid,51,Light Pink,7,Medium,4,Pink,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Long top in soft cotton jersey with ribbing around the neckline. Straight, relaxed fit with long sleeves and a curved hem."
753210002,T-shirt,1010008,753210,Boulevard- TVP- TM,255,Garment Upper body,Front print,42,Red,7,Medium,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft viscose jersey with a slight sheen. Print motif on the front and ribbing around the neckline.
698578003,T-shirt,1010001,698578,Larry LS tee VP2,255,Garment Upper body,All over pattern,10,White,3,Light,9,White,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Top in soft, printed cotton jersey with a concealed press-stud on one shoulder, long sleeves with a tab and button and a gently rounded hem. Slightly longer at the back."
256096022,T-shirt,1010001,256096,Basic SS henley t-shirt,255,Garment Upper body,All over pattern,73,Dark Blue,4,Dark,2,Blue,6515,Baby basics,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1002,Jersey Basic,Short-sleeved Henley shirt in organic cotton jersey with press-studs at the top.
596329003,T-shirt,1010005,596329,Sydney s/s tee,255,Garment Upper body,Colour blocking,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with slits in the sides. Slightly longer at the back."
590184005,T-shirt,1010014,590184,Melissa tee,255,Garment Upper body,Placement print,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey with frill-trimmed sleeves."
637223003,T-shirt,1010008,637223,Boulevard Knot Tee,255,Garment Upper body,Front print,73,Dark Blue,4,Dark,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Short T-shirt in soft viscose with a print motif on the front and tie detail at the hem.
620424053,T-shirt,1010016,620424,FREJA 2PACK,255,Garment Upper body,Solid,10,White,3,Light,9,White,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved tops in organic cotton jersey.
572262002,T-shirt,1010014,572262,CSP Bengal,255,Garment Upper body,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Wide T-shirt in soft cotton jersey with a print motif on the front and hard-worn details on the front and sleeves.
817166007,T-shirt,1010008,817166,Boulevard tee TVP,255,Garment Upper body,Front print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft viscose jersey with a slight sheen. Narrow ribbed trim around the neckline.
647684009,T-shirt,1010017,647684,GABBE,255,Garment Upper body,Stripe,71,Light Blue,3,Light,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"T-shirt in soft, printed slub cotton jersey with a ribbed neckline."
752039002,Top,1010016,752039,ED Pingu,254,Garment Upper body,Solid,12,Light Beige,1,Dusty Light,11,Beige,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Jersey top with a slightly wider neckline and long dolman sleeves.
837005006,Top,1010016,837005,MC Charlie top,254,Garment Upper body,Solid,22,Yellow,4,Dark,8,Yellow,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Top in soft jersey crêpe with a slightly wider neckline and short sleeves with pleats and ribbing at the cuffs.
798915001,Top,1010016,798915,Renny rollerneck,254,Garment Upper body,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Long-sleeved, polo-neck top in soft viscose jersey with gathers at the sides for best fit over the tummy."
927529002,Top,1010001,927529,Truman top,254,Garment Upper body,All over pattern,73,Dark Blue,2,Medium Dusty,2,Blue,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Long-sleeved top in soft mesh with a round neck and extra-long, gathered sleeves."
860372004,Top,1010016,860372,Franka top,254,Garment Upper body,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Top in soft jersey made from a modal and cotton blend with a round neck, short sleeves, and gathered seam under the bust for added width and soft draping."
715781006,Top,1010017,715781,LOGG Lassie line LS,254,Garment Upper body,Stripe,10,White,1,Dusty Light,9,White,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Long-sleeved top in linen jersey with a V-neck and rounded hem. Slightly longer at the back.
457039007,Top,1010016,457039,Bernie top ED,254,Garment Upper body,Solid,10,White,3,Light,9,White,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Fitted top in soft jersey with a lace yoke with frills and short cap sleeves.
715138002,Top,1010016,715138,Filippa,254,Garment Upper body,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Top in soft slub jersey made from a modal and cotton blend with a deep neckline and 3/4-length sleeves. Raw, roll edges around the neckline and cuffs, and gathers in the sides for best fit."
458925009,Top,1010016,458925,Javier,254,Garment Upper body,Solid,92,Green,1,Dusty Light,19,Green,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Wide-fitting, sleeveless top in linen jersey with a gently rounded hem."
826218003,Top,1010001,826218,Snipe LS,254,Garment Upper body,All over pattern,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Fitted top in airy, stretch fabric with a round neckline and long sleeves."
