article_id_1,article_id_2,count
507909022,575141005,3
458239001,700367005,8
458239001,731616001,2
596472002,630714009,2
428291001,573716005,14
370594021,428291001,4
428291001,570003040,2
370594021,573716005,2
570003040,573716005,8
757303014,861514001,4
769748013,861514001,6
796610001,861514001,3
757303014,769748013,10
769748013,796610001,2
751942001,807329002,3
630714001,739393001,2
631536015,701738003,2
554792001,701738003,19
752830002,862414001,2
710056010,757557003,3
671852004,825811002,5
237222012,559076002,2
237222012,623522002,3
237222012,673396001,3
237222012,700664001,2
559076002,673396001,3
623522002,673396001,5
594987002,749885001,6
730683019,757557003,3
730683019,746168003,6
746168003,757557003,6
301227002,830770001,12
301227002,581275009,4
301227002,859622001,6
581275009,830770001,7
830770001,859622001,10
581275009,859622001,2
496159007,671852004,6
665852001,671852004,5
671852004,695632033,4
496159007,665852001,4
496159007,722468001,5
496159007,695632033,5
665852001,722468001,3
822568005,841434002,3
766495013,822568005,2
766495013,841434002,7
678692006,689816005,5
554792001,689816005,4
189634001,723620001,5
832018001,861514001,2
570004078,757557003,2
638228002,746329001,11
798579002,880521001,3
798579002,831547001,8
798579002,841238002,2
880521001,909921002,2
870883001,880521001,2
674606048,880521001,3
831547001,909921002,3
884771003,909921002,5
511296001,831547001,2
831547001,884771003,2
674606048,831547001,3
831547001,841238002,3
511296001,884771003,4
674606048,870883001,3
674606048,884771003,3
674606048,841238002,4
529012025,820671001,5
746168003,876053003,10
639738005,702292001,7
614854001,898596002,2
504155020,815264001,2
504155020,898596002,3
504155020,841434002,5
841434002,898596002,5
554792001,797710002,4
803662001,832018001,3
734460011,844059001,6
734460011,832018001,2
832018001,844059001,7
562245098,754238019,4
721609001,754238019,4
754238019,832018001,3
562245098,832018001,7
697054058,841238002,2
539197011,712594003,2
568838009,642675002,3
568838009,796210010,22
573716005,642675002,2
537688010,909920001,5
884771003,909920001,2
844059001,909920001,3
537688010,865142001,4
537688010,884771003,2
537688010,844059001,11
865142001,884771003,2
844059001,884771003,8
598515018,767090001,2
598515018,640478001,2
598515018,684325001,2
598515018,859622001,2
598515018,714807003,9
598515018,695632033,4
640478001,767090001,3
684325001,767090001,5
714807003,767090001,8
640478001,684325001,2
640478001,714807003,2
640478001,793886001,2
640478001,695632033,2
684325001,869131001,2
684325001,859622001,2
684325001,695632033,3
771612003,869131001,2
771612003,859622001,2
714807003,771612003,3
771612003,793886001,2
695632033,771612003,2
859622001,869131001,2
695632033,869131001,2
793886001,859622001,6
695632033,859622001,2
691991009,714807003,2
695632033,714807003,22
691991009,695632033,3
631536015,772902001,21
529012025,878080003,3
529012025,807329002,9
752814004,807329002,10
824209003,841434002,3
616849012,841434002,8
399061008,700935001,18
722468001,846753002,4
722468001,848435002,2
722468001,864415003,2
846753002,864415003,18
525500033,685814023,2
529012025,708138023,6
529012025,705258013,2
705258013,708138023,6
674606030,719209001,14
488012012,610822020,2
809521001,839673001,6
771705001,815264007,2
757303014,771705001,4
474461002,757303014,3
757303014,815264007,3
759410006,832361001,5
611378001,626168001,3
626168001,804661001,2
611378001,804661001,5
301227002,728329001,4
449897040,675508002,4
301227002,671777022,2
301227002,702883001,6
301227002,671777030,2
671777022,671777030,8
639738005,783245003,2
638228002,772902001,15
399061008,853394002,4
638228002,853394002,2
573716005,853394002,4
573716005,638228002,10
504155020,722468001,3
564787009,722468001,2
584631018,854193004,2
584631018,742400046,2
742400046,854193004,2
692833001,854193004,2
782502001,887653002,3
449897040,887653002,2
529012025,625939035,2
399061008,747629002,11
614854001,925404001,2
639738005,772902001,8
615808001,772902001,6
579777001,854193004,3
756192002,871957001,5
643193003,756192002,3
730683019,748566031,58
722179001,730683019,3
647416004,730683019,2
189634001,664074078,3
458239001,723620001,3
458239001,860867002,4
863156002,876053003,6
445419011,876053003,6
789235001,876053003,8
445419011,674071001,4
445419011,655728001,2
674071001,789235001,18
655728001,789235001,2
671852004,849361003,6
702883001,849361003,2
756192002,844059001,27
549253007,888732004,2
716590007,824706001,2
537688010,716590007,3
537688010,824706001,6
580869001,797710002,4
325087018,859736002,4
325087018,711649004,2
399061008,859736002,7
711649004,859736002,4
399061008,711649004,6
788455007,830770001,21
732811001,788455007,4
732811001,830770001,2
623522002,665852001,3
623522002,746562001,2
445419011,827349001,2
449897040,689365002,2
613459017,766495013,2
721609001,796210010,14
671852004,721609001,6
697054058,733098013,8
673396014,697054058,3
697054058,820671001,6
673396014,832361001,5
662344008,697831005,2
189634001,746329001,4
615021002,660500002,2
761323002,772899001,4
372008001,637149005,3
489435016,693485002,2
693485002,710056010,2
489435016,887770003,2
489435016,710056010,5
710056010,887770003,2
771705001,798579002,4
732534001,764405001,2
399061008,764405001,9
730365003,764405001,2
399061008,732534001,4
561758003,732534001,2
732534001,887653002,5
650677004,732534001,4
399061008,875239005,5
399061008,730365003,5
399061008,650677004,9
730365003,887653002,3
650677004,730365003,3
561758003,887653002,3
561758003,650677004,2
301227002,730609002,6
301227002,679525001,4
679525001,730609002,2
539197011,798407001,5
399061008,684325001,11
564787014,681373010,2
681373010,825811002,2
564787014,825811002,7
783245003,832166002,2
573716005,665538001,4
554772041,788298001,3
516712001,677932002,6
516712001,680214001,10
661152002,798579002,5
661152002,701738003,4
661152002,755604001,4
755604001,798579002,10
701738003,755604001,4
693612004,732811001,3
693612004,748566030,4
693612004,747634002,2
732811001,803662001,5
732811001,748566030,2
675508002,732811001,5
732811001,881880001,3
189634001,939492001,6
747634002,939492001,2
881880001,939492001,2
675508002,803662001,4
549253007,803662001,3
748566030,853545001,5
549253007,748566030,2
675508002,853545001,3
675508002,747634002,4
189634001,853545001,8
747634002,853545001,2
853545001,881880001,3
189634001,549253007,3
189634001,881880001,2
562245098,584483003,5
677809004,859622001,2
677809004,793886001,3
189634001,677809004,5
189634001,859622001,12
189634001,793886001,7
570004078,740412001,2
707307001,798915001,3
662344008,665852001,2
675662004,733098013,2
733098013,753237011,4
630326001,719084002,6
584483003,719084002,5
630326001,827349001,4
584483003,827349001,3
584483003,630326001,5
757557003,783245003,9
502224007,665481010,2
665481010,674047003,5
665481010,809521001,5
688474001,710056010,2
372008001,668879001,2
301227002,772349009,19
301227002,783245003,9
772349009,783245003,5
675508002,716590007,2
509091022,675508002,4
428291001,662592002,13
482207013,752814004,3
544181001,752814004,6
482207013,544181001,2
399061008,736923009,11
529012025,766435011,4
529012025,734273003,15
721135003,764927002,2
718086004,764927002,3
554792001,673396014,6
662592002,711649004,2
576112001,711649004,2
706268033,711649004,2
711649004,755566001,4
674606030,711649004,2
706268033,755566001,2
674606030,755566001,2
516712001,665851004,6
516712001,721488008,5
516712001,674606030,6
719084002,728156014,2
516712001,876053003,16
722179001,860260001,3
582462006,860260001,2
582462006,704451001,3
671777022,740412001,2
714807003,788455007,19
573716005,617069001,3
674606048,714807003,9
530729007,797710002,2
530729007,631536015,2
631536015,767577031,2
694499001,797710002,2
631536015,797710002,5
674047003,699924001,3
784922002,798579002,4
798579002,863646003,4
798579002,923070001,4
778285001,798579002,3
798579002,882882005,10
784922002,863646003,2
784922002,815264001,4
784922002,882882005,4
372008001,863646003,2
863646003,882882005,2
372008001,815264001,5
372008001,923070001,3
372008001,778285001,2
778285001,882882005,12
372008001,882882005,3
702932014,774714002,2
743229002,772902001,15
796210010,803647001,10
844059001,851142001,18
639685006,751942001,3
692833001,751942001,3
639685006,757557003,2
692833001,757557003,2
734273003,851400004,4
598515018,747564003,3
598515018,811368002,3
598515018,630714001,2
573716005,816953001,14
835459001,871957001,2
554792001,835459001,2
568838009,716590007,2
636140003,692833001,3
636140003,764838002,2
636140003,699924001,2
692833001,832361001,3
189634001,692833001,4
692833001,699924001,2
189634001,764838002,11
699924001,764838002,2
189634001,699924001,9
529012025,769770001,3
594987002,701792005,2
541418003,761218004,3
553139001,719084002,7
553139001,841434002,8
841434002,869131001,6
772899001,869131001,2
772899001,841434002,21
631653006,674047003,3
537688010,631653006,10
618800009,631653006,3
631653006,772899001,4
537688010,674047003,9
618800009,674047003,8
618800009,772899001,6
819520005,832361001,18
754176003,772349009,8
594978005,708138023,3
594978005,859318001,2
671852004,701738003,7
671852004,772349009,12
530729007,671852004,2
671852004,826203001,8
671852004,685158001,4
671852004,673396014,3
701738003,772349009,6
530729007,701738003,2
685158001,701738003,2
701738003,796210010,23
701738003,887097001,5
673396014,701738003,2
772349009,826203001,5
685158001,772349009,2
700935001,772349009,4
673396014,772349009,3
530729007,826203001,2
530729007,685158001,2
530729007,796210010,6
530729007,700935001,3
530729007,673396014,2
796210010,826203001,16
826203001,887097001,3
700935001,826203001,4
685158001,796210010,4
685158001,887097001,2
685158001,700935001,3
673396014,685158001,2
700935001,796210010,19
700935001,887097001,3
673396014,887097001,2
696209005,732534001,6
580869001,732534001,2
580869001,696209005,2
714807003,804661001,4
598515018,820357001,3
598515018,791787001,2
598515018,733098013,4
791787001,797112001,2
733098013,797112001,2
791787001,820357001,6
772902001,907188001,5
189634001,678983008,21
631536015,671852004,4
613459017,733098013,4
564787014,678695002,5
564787014,688105007,6
564787014,764838002,4
564787014,761323002,3
509091022,564787014,3
564787014,844059001,10
678695002,688105007,2
678695002,844059001,3
671800001,688105007,5
660500002,671800001,6
671800001,764838002,3
509091022,671800001,3
671800001,844059001,3
660500002,688105007,4
688105007,764838002,7
688105007,761323002,5
660500002,764838002,2
660500002,761323002,2
660500002,844059001,5
761323002,764838002,4
764838002,844059001,6
761323002,844059001,12
509091022,844059001,2
537688010,634426005,5
691855012,861451002,2
666354005,722179002,7
839673001,871957001,22
871957001,878111002,4
721609001,871957001,4
721609001,878111002,2
372008001,681373010,12
734273003,855076001,4
697425001,894673001,3
810172015,867050001,3
710877001,798553001,2
710877001,796210010,4
796210010,798553001,3
730683019,814634001,7
449897040,814634001,4
554792001,814634001,3
693508003,730683019,2
554792001,693508003,2
449897040,730683019,3
449897040,554792001,2
788298001,821513004,2
553139001,631653006,4
553139001,787880001,5
537688010,553139001,9
553139001,769748013,6
769748013,787880001,10
537688010,769748013,7
537688010,662085001,4
662085001,769748013,4
695632033,798579002,12
529012025,887659010,7
768947001,887770003,6
714807003,887770003,6
664074079,887770003,2
664074079,768947001,2
697425001,747050001,5
629266001,747050001,3
710854001,747050001,5
697425001,710854001,3
629266001,710854001,3
372008001,755566001,6
701244001,749885001,2
783627002,851400004,2
630141007,704451001,2
704451001,854193004,2
686270004,699924001,3
742400040,854193004,2
699924001,854193004,2
699924001,742400040,2
674606048,872000001,2
458882004,529012025,2
637549012,783245003,3
716153002,732811001,2
754238019,882900013,2
639976002,783245003,6
639976002,745375002,2
639976002,722179001,2
639976002,721135003,4
639976002,820357001,4
639976002,643642002,2
639976002,731616001,3
639976002,832361001,13
750197001,783245003,2
745375002,783245003,5
783245003,831547001,11
721135003,783245003,7
783245003,820357001,4
783245003,803662001,3
731616001,783245003,2
745375002,750197001,3
750197001,831547001,2
750197001,832361001,6
722179001,745375002,2
721135003,745375002,4
745375002,820357001,3
745375002,803662001,3
745375002,832361001,3
820357001,831547001,2
803662001,831547001,2
731616001,831547001,2
722179001,820357001,3
722179001,731616001,3
721135003,820357001,2
643642002,721135003,2
803662001,820357001,2
731616001,820357001,2
820357001,832361001,10
803662001,832361001,4
643642002,832361001,2
731616001,832361001,4
683356005,788298001,3
788298001,818768005,3
631536015,684325001,2
762247001,764895002,2
625939035,691553001,2
662084001,691553001,2
613459017,794468003,2
573716005,716153002,6
301227002,713578001,5
399061008,713578001,7
594978005,733098013,2
638039001,681373010,9
859736002,868283001,5
697649001,757303014,3
534357002,630714001,7
630714001,796210010,13
630714001,689389033,5
841434002,877961003,2
701244001,864415003,3
643193003,688474001,4
678983008,797112001,5
750330003,767090001,2
370594021,554792001,5
390512018,537688010,2
512251003,677932002,16
677932002,803969008,2
508544001,512251003,2
572128003,851142001,2
623522002,637549012,2
692632001,761285001,3
632307011,796210010,13
607642009,796210010,6
534357002,627197005,4
843380001,888728004,2
807795001,888728004,2
695589001,888728004,2
695589001,843380001,2
474461002,634426005,3
502224007,662344008,4
767699001,876053003,2
842605004,876053003,10
767699001,842605004,2
594978005,643702001,3
715474001,762247001,3
534357002,715474001,11
678692006,715474001,5
715474001,882882005,3
534357002,762247001,3
762247001,882882005,2
733098013,762247001,4
534357002,700367005,6
678692006,700367005,34
700367005,890035001,2
700367005,882882005,2
700367005,733098013,2
534357002,678692006,14
534357002,713995004,4
534357002,882882005,3
534357002,733098013,6
678692006,890035001,2
678692006,882882005,2
678692006,733098013,9
733098013,890035001,5
733098013,882882005,3
638039001,832361001,18
474461002,570004078,9
674047003,857227001,7
643193003,688105007,7
656719009,688105007,4
537688010,637352005,2
537688010,656719009,12
706319009,860867002,2
706319009,888732004,3
860867002,888732004,5
525518005,708138023,4
674606048,817166007,2
772902001,817166007,10
671852004,700367005,7
700367005,844059001,8
671852004,680262018,3
680262018,844059001,9
651456013,699924001,6
617249034,699924001,6
743229002,783245003,5
701244001,772349009,5
701244001,798579002,7
506098016,680262018,4
627197005,747629002,2
650677004,796210010,5
650677004,678692006,9
515692001,685812005,2
515692001,570003040,4
617249034,685812005,3
399061008,772899001,14
611584004,780188001,5
372008001,802273002,10
630141007,784922002,2
372008001,630141007,5
370594021,529012025,5
636140003,656661001,3
189634001,761204001,6
630514003,693612004,2
372008001,630514003,4
509091022,693612004,2
372008001,509091022,6
372008001,693612004,14
765433001,881922001,2
704451001,765433001,2
512251003,755566001,10
754238019,840203001,4
840203001,861620001,2
674071001,840203001,3
754238019,861620001,3
674071001,754238019,2
674071001,861620001,2
728156014,740610001,2
458239001,716590007,4
458239001,728156014,6
832361001,880707001,2
703806003,780188001,2
612133001,767699001,3
733098013,796210010,18
639685006,802273002,4
611378001,616849012,6
727347005,797624002,5
787053001,797624002,3
626168001,630326001,4
630326001,688105007,2
640605005,688105007,3
640605005,677809004,2
677809004,688105007,3
570003040,752814004,9
711649004,752814004,3
570003040,714807003,8
711649004,714807003,3
537688010,637549012,9
554792001,854193004,12
832481001,861600002,4
552826024,630326001,3
552826024,623522002,4
734273003,796210010,5
798579002,812530002,2
775624002,798579002,9
637549012,757303014,2
638228002,681373010,6
399061008,722468001,11
639976002,753237011,7
566621002,753237011,2
566621002,639976002,2
678692006,752814004,8
215303005,573716005,3
846753002,861514001,2
832166002,861514001,4
584483003,861514001,2
757557003,861514001,7
584483003,846753002,2
584483003,757557003,13
663472005,830770001,2
738899005,742570002,5
502224007,783245003,5
502224007,766495013,2
643193003,780188001,4
643193003,736102001,2
711193001,787880001,6
711649004,772902001,10
782502001,868283001,2
647207004,868283001,2
559076002,699341001,3
559076002,705878001,4
619918005,796210010,2
688105007,693612004,2
693612004,796210010,5
594987002,688105007,13
372008001,688105007,8
574228002,688105007,2
594987002,796210010,24
372008001,594987002,15
574228002,594987002,2
574228002,796210010,2
575141005,631653006,2
695857002,714807003,5
622964004,695857002,2
663510001,838817001,2
639738002,730683019,4
516712001,639738002,4
674047003,766274001,2
636140003,768947001,10
731616001,731616003,35
662344008,820671001,2
680214001,820671001,6
458239001,573716005,22
458239001,555353017,3
607642009,791132001,4
700124001,719209001,2
554792001,561758003,4
750330003,794468003,4
674606048,858856002,2
821513004,858856002,2
599718002,873592001,2
678983008,854193004,6
723620001,787880001,7
584631018,749885001,2
680262018,711649004,2
640029001,697425001,10
458239001,769748006,3
729928018,751942001,3
554792001,840351004,4
788298001,849361003,4
578816002,636140003,8
636140003,669489001,4
578816002,578816008,7
578816002,768947001,4
578816008,669489001,2
669489001,768947001,2
747629002,752814004,5
721762001,752814004,11
721762001,747629002,3
826203001,875687002,11
700976001,756192002,3
756192002,764838002,3
710055001,764838002,3
640478001,671800001,3
671800001,711193001,7
539197011,671800001,36
639738002,671800001,3
640478001,711193001,4
539197011,640478001,4
640478001,780188001,2
640478001,752667002,2
539197011,711193001,6
711193001,780188001,4
675508002,711193001,3
539197011,780188001,4
539197011,675508002,2
539197011,639738002,4
675508002,780188001,4
639738002,780188001,3
695857002,743229002,6
507909022,663942008,2
685811018,832361001,2
673771003,787880001,2
675508002,787880001,7
301227002,775624002,7
841434002,857163002,7
841434002,916000003,2
691855012,857163002,2
857163002,916000003,2
535143002,696209005,3
630714001,851400004,2
501619017,851400004,2
721609001,840203001,2
573716005,788455007,13
639685006,746168003,2
575141005,746168003,4
674606030,746168003,2
575141005,639685006,3
639685006,674606030,2
575141005,674606030,3
512251003,753210002,4
509091023,607642009,2
357792011,582462006,6
496159007,582462006,5
582462006,638228002,6
357792011,496159007,6
357792011,638228002,12
496159007,638228002,6
546721004,779909004,2
742570002,779909004,2
226959008,546721004,2
546721004,729006001,2
226959008,825811002,5
742570002,825811002,3
729006001,825811002,2
226959008,664138002,3
226959008,742570002,2
226959008,729006001,5
729006001,742570002,2
737134001,774666003,10
774666003,798407001,3
662084001,774666003,2
680214001,774666003,4
680214001,767090001,2
684325001,737134001,3
684325001,865142001,2
684325001,798407001,3
662084001,684325001,7
680214001,684325001,6
737134001,749885001,4
749885001,798407001,2
680214001,749885001,6
737134001,865142001,3
662084001,737134001,3
680214001,737134001,6
798407001,865142001,2
662084001,798407001,3
662084001,680214001,2
638228002,715606003,2
715606003,925404001,2
638228002,925404001,11
688105007,756192002,6
529012025,691855012,11
753210002,849257001,4
753210002,832166002,2
832166002,849257001,5
804661001,827680001,5
639685006,789235001,3
639685006,759410006,3
507909022,639685006,7
594987002,789235001,12
507909022,759410006,2
787880001,825318008,2
791787001,825318008,3
634009011,700876002,2
787880001,791787001,10
634009011,787880001,7
539197011,560389002,3
664074078,858856005,3
580869001,665481010,2
665481010,768947001,5
502224007,768947001,3
580869001,768947001,2
755604001,785416003,3
851400004,857227001,10
747564003,811222002,2
710056010,811222002,2
215303005,747564003,2
516712010,537688010,4
638039001,677809004,2
458239001,677809004,2
582245001,922619002,2
511296001,732534001,3
832018001,851400004,6
637549012,689365016,6
713995004,781758005,7
701738003,713995004,2
399061008,825811002,7
736049003,756192002,2
756192002,817353006,2
638039001,756192002,10
736049003,817353006,2
638039001,736049003,4
736049003,742570002,2
742570002,817353006,2
638039001,774543005,3
742570002,774543005,4
562245098,851142001,8
689365007,689389018,8
689365007,796210010,4
689365007,695632033,2
689389018,796210010,10
689389018,695632033,14
301227002,645568001,5
696209005,784922002,3
772349009,841434002,19
672371002,844059001,2
496159007,740457002,2
509091023,832361001,2
357792011,696209005,9
357792011,732534001,4
696209005,818768005,2
798553001,809521001,2
189634001,798553001,6
516712001,798553001,5
189634001,809521001,9
516712001,809521001,9
189634001,625969003,2
516712001,625969003,3
702292001,714189001,5
598515018,673396014,3
568838009,638039001,12
562245098,689389033,14
399223025,689389033,7
390512018,721609001,3
226959008,761285001,3
711193001,720125002,6
681373010,872298002,2
721135003,852458002,3
758513001,852458002,2
721135003,758513001,8
772902001,857227001,6
765433010,887164003,4
848435002,887164003,2
796210010,859736002,7
639976002,657654002,2
639976002,931981001,2
697425001,730122002,2
657654002,750330003,5
657654002,765433001,9
657654002,697425001,3
697425001,750330003,11
750330003,931981001,5
697425001,765433001,10
765433001,931981001,2
657661002,765433001,5
697425001,931981001,2
657661002,697425001,4
774148003,850359001,3
632307011,688474001,3
632307011,749699011,5
632307011,769748006,3
607642009,688474001,2
607642009,749699011,6
607642009,769748006,2
688474001,769748006,3
749699011,769748006,2
825200002,832481001,3
665481010,761285001,2
301227002,761285001,5
399061008,849257001,12
458239001,849257001,13
562245098,887770003,9
817353006,863156002,3
372008001,863156002,3
767699001,817353006,4
740457002,767699001,2
372008001,767699001,6
740457002,817353006,2
702883001,817353006,4
372008001,817353006,3
702883001,740457002,2
372008001,740457002,2
372008001,702883001,3
714807003,746168003,8
716153002,883235001,2
716153002,859318001,2
568838009,878629002,2
740457002,853394002,2
458239001,853394002,3
458239001,740457002,4
671852004,832481001,6
594987002,701738003,17
701738003,832481001,9
701134017,729928018,2
849257001,884319002,3
307656023,772899001,6
575141005,772899001,2
772899001,815264001,5
307656023,575141005,5
307656023,815264001,4
301227002,764895002,2
301227002,552826024,7
301227002,710055001,3
552826024,764895002,3
710055001,764895002,5
552826024,710055001,5
638039001,769748006,5
189634001,657367001,2
678983008,848307002,2
678692006,678983008,14
678983008,862414001,4
678692006,848307002,2
848307002,862414001,2
535143002,680262018,2
482207013,697425001,5
747564003,798579002,5
798579002,851726004,3
689389018,798579002,6
689389018,747564003,3
689389033,747564003,3
689389018,689389033,20
662344008,701738003,3
639685006,788298001,5
512251003,788298001,36
372008001,788298001,10
512251003,639685006,6
534357002,631536015,11
473507001,512251003,10
824209003,884319002,2
570004078,849257001,2
615808001,798553001,2
553139001,722179002,3
189634001,722179002,3
189634001,553139001,9
657661002,861620001,2
564787001,730683019,20
650677004,780188001,5
832361001,860867002,11
594987002,713578001,5
638228002,859622001,5
671777030,753210002,2
529012025,795675008,2
594987002,795675008,3
482207013,710854001,5
482207013,861956002,2
482207013,890035001,3
482207013,765433001,9
482207013,654590002,2
710854001,861956002,2
710854001,890035001,2
710854001,765433001,12
861956002,894673001,3
890035001,894673001,7
765433001,894673001,5
765433001,861956002,3
654590002,890035001,6
697425001,890035001,3
654590002,765433001,13
630326001,848307002,2
575141005,674071001,3
775996014,832361001,10
540701008,626816001,2
575141005,832361001,5
428291001,791132001,13
643577001,753475004,7
753475004,757557003,5
631536015,780188001,6
631536015,863646003,2
662592002,751342005,2
639685006,908616001,3
458239001,720125002,5
701244001,729315004,13
625939035,719084002,3
589748005,796210010,3
564787014,864415003,4
706371001,864415003,4
662084001,780188001,2
714807003,848523001,3
715519001,768947001,3
704451001,752830002,2
704451001,714807003,3
704451001,844059001,5
584631018,871957001,2
552826024,721762001,9
630714001,721762001,5
552826024,630714001,6
693612004,757557003,8
693612004,766274001,2
662085001,772349009,2
708175005,772349009,2
708175005,839673001,4
662592002,730683019,6
738899005,750197001,2
678692006,738899005,2
678692006,750197001,3
678692006,797529004,7
399061008,701244001,8
791787001,797710002,7
797710002,865457002,4
581228003,797710002,2
631653006,796210010,9
399061008,699924001,9
399061008,755604001,8
399061008,665538001,3
672625005,848523001,3
579777001,685647001,5
691855003,844059001,2
428291001,782545007,4
755604001,782545007,2
564787014,714189001,2
714189001,778798002,2
673396014,714189001,2
710307003,714189001,3
428291001,714189001,6
714189001,755604001,7
714189001,742570002,3
714189001,721609001,7
564787014,778798002,2
564787014,673396014,3
564787014,710307003,2
428291001,564787014,10
564787014,742570002,5
778285001,778798002,2
428291001,778798002,2
742570002,778798002,2
673396014,778285001,2
428291001,673396014,2
673396014,742570002,2
428291001,710307003,3
710307003,742570002,2
710307003,721609001,4
428291001,778285001,5
721609001,778285001,5
428291001,742570002,6
428291001,721609001,7
742570002,755604001,3
721609001,742570002,5
859743006,878629002,2
671852004,715606003,2
650677004,671852004,10
650677004,715606003,2
650677004,680262018,4
639448011,639976002,2
539197011,909921002,4
706016035,757303014,2
757303014,804661001,7
700935001,798579002,14
631536015,798579002,10
539197011,798579002,3
631536015,700935001,8
539197011,700935001,4
539197011,631536015,3
564787001,788455007,7
584483003,613465002,3
613465002,655728001,3
584483003,861620001,2
655728001,861620001,2
584483003,655728001,2
509653003,640478001,2
509653003,539197011,3
399061008,734273003,15
734273003,747629002,3
589748005,721135003,2
701134017,703806003,2
697054058,701134017,2
636903001,703806003,2
796771002,830770001,3
692833001,830770001,3
717943002,853545001,3
717943002,851142001,2
689389033,717943002,2
853545001,938190001,3
853545001,906744001,2
851142001,853545001,3
689389033,853545001,4
906744001,938190001,4
689389033,938190001,2
851142001,906744001,2
689389033,851142001,11
796210010,856923001,6
655347006,717943002,2
473507001,820671001,2
753237011,868283001,5
731702001,753237011,2
702883001,753237011,2
702883001,868283001,2
702883001,731702001,2
710055001,798579002,3
706016035,853063001,2
764895002,788455007,2
706016035,764895002,3
788455007,834383001,2
706016035,834383001,2
634426005,832018001,2
701738003,832018001,6
634426005,701738003,7
700124001,700976001,2
700976001,798407001,3
700124001,798407001,2
656719009,807329002,4
516712010,638039001,2
638039001,699341001,3
357792011,887653002,4
399223025,887653002,5
653188016,772902001,6
372008001,854602001,3
372008001,637661002,8
637661002,854602001,5
372008001,537688010,15
749968003,876053003,6
594978005,700367005,5
594978005,680262018,5
787880001,803647001,3
474461002,753237011,4
534357002,683159002,4
587524002,686895001,2
534357002,680214001,5
573716005,752830002,3
534357002,772349009,16
772349009,873592001,4
307656023,534357002,11
534357002,730683019,15
307656023,873592001,3
730683019,873592001,5
671852004,736923009,5
736923009,863156002,2
689816005,788455007,4
689816005,730683019,3
689816005,798407001,3
573716072,673396001,9
573716072,882882005,7
635280002,673396001,2
635280002,882882005,2
680214001,871957001,6
537688010,680214001,8
537688010,871957001,7
640241001,860260001,2
640241001,650677004,2
787558001,876053003,9
678983008,702292001,9
798407001,863646003,2
804661001,856923001,3
734460011,764927004,3
553139001,764927004,2
534357002,630714009,6
534357002,798579002,14
534357002,662084001,3
630714009,798579002,2
662084001,798579002,2
496159007,516712001,7
516712001,815264007,16
736923009,815264007,2
496159007,815264007,2
598515018,772902001,8
730122002,879166003,2
692632001,746168003,10
671800001,797624002,2
744934005,753475004,2
753475004,826203001,5
666354005,734273003,11
537688010,803647001,9
761204001,814634001,2
584483003,853394002,3
584483003,851400004,4
851400004,911108003,2
634009011,783440004,3
714807003,856923001,7
844059001,868283001,8
761204006,830770001,2
707203004,757303014,2
370594021,564787014,3
584483003,832361001,10
215303005,851400004,2
507909022,797710002,8
636140003,715474001,9
675662004,715474001,2
722468001,767090001,2
714189001,796210010,10
637661002,796210010,17
372008001,783417001,3
692632001,772349009,7
757557003,815264001,6
729928018,730683019,4
674606030,802273002,6
594987002,909920001,3
594987002,671800001,11
671800001,909920001,2
634009011,640605005,4
534357002,678518003,2
554792001,678518003,2
501620036,841434002,2
722179002,782502001,4
726199002,782502001,4
774543005,782502001,2
598515018,708138023,3
598515018,673396001,3
673396001,708138023,3
568601018,651456013,2
237222012,568601018,2
237222012,651456013,3
868692001,876053003,4
685635003,788455007,2
715474001,788455007,9
758513001,780188001,3
758513001,790315001,2
761204001,841434002,2
537688010,761204001,7
700935001,841434002,11
639976002,830770001,5
684284002,830770001,3
719084002,771034001,3
699924001,734460011,3
539197011,815264001,7
746562001,755604001,17
189634001,564787014,15
568597018,611144019,2
464454017,738899005,2
464454017,715474001,3
464454017,785416003,2
325087018,464454017,2
738899005,785416003,4
715474001,717477012,5
717477012,785416003,2
325087018,717477012,3
715474001,785416003,4
325087018,715474001,4
325087018,785416003,2
629381003,636140003,3
372008001,629381003,8
636140003,834739003,3
372008001,636140003,13
573716072,768947001,9
768947001,848205001,8
573716072,848205001,3
755304001,834739003,2
714807003,811222002,4
811222002,824706001,3
714807003,824706001,5
573716005,824706001,7
637549012,750330003,2
721762001,794468003,3
671777034,830770001,3
677809004,696209005,4
553092003,553092012,5
526858004,701738003,2
701738003,906744001,3
701738003,757303014,4
512251003,907188001,3
512251003,564787001,13
744910001,772902001,16
768632003,832481001,2
584483003,710055001,6
529012025,751342005,4
577494003,617069001,3
700876002,783388001,2
541418003,677809004,2
722179002,772349009,5
529012025,711193001,16
554772041,554792001,5
615085004,675508002,6
655567002,876053003,2
640662007,697054058,2
640662007,734273003,2
697054058,887770003,5
697054058,734273003,6
876053003,877389002,3
787880001,877389002,2
787880001,876053003,25
581275009,820357001,2
581275009,728156014,4
748566030,839673001,2
817353006,839673001,5
615021002,796210010,3
539197011,727347005,2
653188016,727347005,2
727347005,853545001,7
727347005,849257001,3
512251003,539197011,6
512251003,653188016,2
512251003,853545001,3
512251003,849257001,11
539197011,653188016,2
539197011,849257001,2
849257001,853545001,3
817095001,849361003,2
730683019,817095001,2
849361003,857227001,3
730683019,849361003,7
688933007,857227001,2
688933007,730683019,4
730683019,857227001,4
730683019,765433010,3
775996014,841434002,5
729015004,841434002,3
